Education,Default,HHInsurance,CarLoan,PrevAttempts,AgeBin,BalanceBin,CallLengthBin,CallStartHour,LastContactMon,Job,Marital,Communication,Outcome,CarInsurance
2,0,1,0,0,1,1,1,14,5,10,1,0,0,0
3,0,1,0,0,1,1,1,16,1,5,2,1,0,0
2,0,0,1,0,2,1,1,17,10,2,0,2,0,0
2,0,1,0,0,1,1,1,9,11,1,2,1,0,1
2,0,1,0,0,2,1,1,14,2,2,1,1,0,0
1,0,1,0,3,3,1,2,14,5,2,0,1,1,1
3,0,1,0,0,2,1,1,17,5,5,1,1,0,1
3,0,1,0,0,1,1,1,11,7,1,2,1,0,1
2,0,1,0,0,1,1,1,16,7,1,0,1,0,1
2,0,0,0,1,4,1,1,13,4,6,1,1,1,0
3,0,0,0,0,1,1,1,14,8,5,2,1,0,0
2,0,1,1,3,2,1,2,12,5,8,0,1,1,1
2,0,1,0,1,1,1,1,16,4,8,1,1,1,0
2,0,0,0,0,2,1,1,17,9,1,1,1,0,1
3,0,1,0,1,2,1,1,11,5,5,2,1,3,0
3,0,1,0,0,3,1,1,9,7,5,1,2,0,0
1,0,1,0,0,2,1,1,13,5,2,1,1,0,0
3,0,0,1,0,2,1,2,17,7,5,2,1,0,1
1,0,0,0,0,4,1,1,17,11,6,0,1,0,1
2,0,1,0,0,3,1,2,10,5,11,0,0,0,1
3,0,1,0,0,2,1,1,14,7,5,0,1,0,0
3,0,1,0,0,1,1,2,9,5,5,1,1,0,1
2,0,1,1,1,1,1,1,17,4,2,2,1,1,1
2,0,1,0,1,1,1,3,13,2,1,2,1,1,1
3,0,0,0,0,3,2,1,12,11,5,1,2,0,0
3,0,1,0,0,1,1,1,15,7,5,2,1,0,1
2,0,0,0,0,3,1,1,9,3,6,1,1,0,0
1,0,1,0,0,1,1,1,15,5,2,1,1,0,0
1,0,1,0,0,3,1,1,10,5,2,0,0,0,0
3,0,1,0,0,2,1,1,15,5,5,1,0,0,1
2,0,1,0,2,1,1,1,12,9,10,2,1,3,1
3,0,0,0,0,3,1,1,13,8,5,0,1,0,0
3,0,0,0,0,1,1,1,10,8,5,1,1,0,1
3,0,0,0,1,1,1,1,14,12,4,2,1,3,1
2,0,1,0,0,1,1,1,16,5,1,1,1,0,0
2,0,1,0,0,2,1,1,16,5,10,2,1,0,1
2,0,0,1,0,2,1,1,13,7,1,1,2,0,1
3,0,0,0,1,2,1,1,14,5,5,2,1,2,0
3,0,1,0,1,1,1,1,10,9,1,2,1,3,1
2,0,1,0,1,1,1,1,16,11,8,1,1,1,1
3,0,0,0,0,3,1,1,16,8,10,1,1,0,0
2,0,1,0,0,2,1,1,17,4,2,1,2,0,0
1,0,1,0,0,2,1,1,12,5,2,1,0,0,0
1,0,0,0,0,2,1,1,15,8,2,1,1,0,0
3,0,1,0,0,2,1,1,10,7,5,1,1,0,0
1,0,1,0,0,2,1,1,15,7,4,1,1,0,0
3,0,0,0,0,1,1,3,13,8,10,2,1,0,1
1,0,0,0,0,3,1,1,17,8,2,1,1,0,0
3,0,0,0,0,1,1,1,14,8,5,0,1,0,0
3,0,1,1,0,2,1,1,14,5,5,1,2,0,0
2,0,1,0,0,2,1,1,17,5,10,2,1,0,0
2,0,1,0,0,2,1,2,17,4,2,1,1,0,0
2,0,0,0,0,1,1,1,14,5,9,2,0,0,0
2,0,0,1,1,2,1,1,16,2,10,1,1,1,0
2,0,1,0,0,2,1,1,12,4,10,1,1,0,1
2,0,1,0,0,2,1,1,14,7,5,1,1,0,0
2,0,1,1,0,2,1,1,10,11,11,0,1,0,0
2,0,1,0,0,1,1,1,12,5,2,2,0,0,0
3,0,0,0,0,2,1,1,14,7,5,1,1,0,1
2,0,0,0,1,4,1,1,15,4,6,1,1,2,1
2,0,0,0,0,1,1,2,12,6,2,2,0,0,1
3,0,0,0,0,2,1,2,11,11,5,1,1,0,1
3,0,0,0,0,1,1,1,16,8,1,1,1,0,0
3,0,0,0,0,2,1,2,13,4,1,1,1,0,1
3,0,1,0,0,2,1,1,14,7,5,1,1,0,1
1,0,1,0,0,1,1,2,11,5,2,2,1,0,1
3,0,1,0,1,2,1,1,17,5,5,2,1,2,0
2,0,0,0,0,1,1,1,16,6,9,2,1,0,1
2,0,1,0,0,3,1,1,14,6,10,2,0,0,0
3,0,0,0,0,1,1,1,12,2,5,2,1,0,1
2,0,1,0,1,2,1,1,9,3,10,1,1,3,0
2,0,1,0,0,1,1,1,17,5,1,1,0,0,0
3,0,1,1,0,2,1,1,10,7,5,1,1,0,0
2,0,1,0,0,2,1,1,16,11,3,1,1,0,0
2,0,0,0,0,1,1,1,13,8,9,2,1,0,1
2,0,1,0,0,2,1,1,16,5,10,2,0,0,0
3,0,1,0,0,2,1,1,15,7,3,1,1,0,0
3,0,0,0,0,2,1,1,14,8,3,1,2,0,1
1,0,1,0,0,2,1,1,17,5,2,1,0,0,0
2,0,0,0,0,3,1,2,10,5,1,1,0,0,0
1,0,1,0,1,2,1,2,15,5,2,1,1,1,1
2,0,1,1,0,1,1,1,15,7,2,1,1,0,0
3,0,1,0,0,1,1,1,15,5,3,1,0,0,0
1,0,0,0,0,3,1,1,9,8,2,1,1,0,0
3,0,1,0,1,1,1,1,9,4,5,2,1,3,1
2,0,1,0,0,2,1,1,14,4,2,1,1,0,0
2,0,0,0,1,2,1,2,14,6,2,1,1,1,1
3,0,1,0,0,2,1,1,9,5,5,0,0,0,0
2,0,1,0,0,2,1,1,9,11,10,1,1,0,0
1,0,0,0,0,3,1,1,13,8,2,1,1,0,1
1,0,0,0,0,3,1,1,11,8,0,1,1,0,0
1,0,1,0,0,2,1,1,15,11,2,1,1,0,0
3,0,0,0,0,3,1,1,16,8,5,1,1,0,0
3,0,0,0,0,3,2,2,17,2,5,1,1,0,0
3,0,0,0,0,2,1,1,16,9,5,1,1,0,1
2,0,0,0,0,2,1,1,15,5,10,2,0,0,0
1,0,0,1,1,3,1,1,12,2,2,1,2,1,0
2,0,1,0,1,3,1,1,13,5,8,2,1,1,0
3,0,1,0,0,2,1,1,11,6,5,0,0,0,0
1,0,1,1,0,1,1,2,17,7,2,1,1,0,1
2,0,0,0,0,2,1,1,12,4,9,2,1,0,1
3,0,0,0,0,2,1,1,15,8,5,1,1,0,0
2,0,0,0,0,2,1,1,17,8,10,1,1,0,0
2,0,0,0,1,1,1,1,12,5,10,2,1,1,1
2,0,0,0,0,2,1,1,9,4,10,2,1,0,1
1,0,1,1,0,1,1,2,13,5,2,2,1,0,1
2,0,1,0,0,3,1,2,13,7,7,1,1,0,1
2,0,0,0,1,2,1,3,12,2,8,1,1,3,1
2,0,1,0,1,1,1,1,16,5,10,2,1,3,0
2,0,0,0,0,3,1,1,9,5,1,2,0,0,0
2,0,1,0,0,2,1,1,12,6,2,1,0,0,0
1,0,1,0,0,2,1,1,16,5,2,1,0,0,1
3,0,1,0,1,2,1,2,10,5,5,1,1,3,1
2,0,1,0,0,3,1,3,11,4,8,1,1,0,1
1,0,0,0,0,1,1,1,15,7,2,0,1,0,0
2,0,0,0,0,3,1,1,14,8,5,0,1,0,1
1,0,1,0,1,2,1,1,16,2,2,1,1,2,0
2,0,0,0,0,3,1,1,16,7,1,2,0,0,1
3,0,1,0,0,3,1,2,9,5,5,1,0,0,0
2,0,1,0,0,2,1,2,11,5,10,2,0,0,1
2,0,1,0,0,1,1,1,12,5,1,1,1,0,0
1,0,0,0,0,3,1,1,10,7,2,1,2,0,0
1,0,1,0,0,3,1,2,15,5,2,1,0,0,1
3,0,0,0,0,2,1,1,9,8,5,1,1,0,0
3,0,0,0,0,2,1,2,10,6,5,2,0,0,1
2,0,1,0,0,2,1,1,10,7,2,2,1,0,0
2,0,0,0,1,1,1,1,13,2,2,2,1,3,1
2,0,1,1,0,2,1,1,15,5,8,0,1,0,0
3,0,0,0,0,1,1,1,12,8,11,1,1,0,0
2,0,1,1,0,1,1,1,15,5,10,1,1,0,0
1,0,1,0,1,2,1,1,12,5,1,1,1,1,0
3,0,0,0,0,1,1,2,15,9,5,2,1,0,1
1,0,1,1,0,2,1,2,12,5,2,0,1,0,1
2,0,0,0,1,4,1,2,11,11,6,1,1,3,1
2,0,0,1,0,2,1,1,17,1,8,2,2,0,0
2,0,1,0,5,2,1,1,14,12,3,0,1,3,0
2,0,0,0,1,3,1,1,16,1,6,1,1,3,1
2,0,0,0,0,2,1,2,13,7,2,1,1,0,1
3,0,0,0,0,1,1,1,15,11,7,2,1,0,1
3,0,1,0,0,1,1,1,11,3,5,2,1,0,1
2,0,0,1,0,1,1,2,12,11,0,2,1,0,0
1,0,1,0,0,2,1,1,13,5,2,1,0,0,0
1,0,0,0,0,3,1,1,9,11,11,2,1,0,1
1,0,1,0,0,1,1,2,10,11,2,1,1,0,1
3,0,0,0,0,1,1,1,10,4,4,2,1,0,1
3,0,0,0,0,1,1,2,11,5,5,1,0,0,1
2,0,0,0,0,3,1,1,16,4,6,0,1,0,1
3,0,0,0,1,2,1,1,14,1,5,1,1,3,1
3,0,0,0,0,2,1,1,10,7,3,1,1,0,0
2,0,0,0,0,2,1,1,15,11,4,1,1,0,1
2,0,0,0,0,2,1,1,12,6,8,1,0,0,0
1,0,0,0,0,4,1,1,13,2,6,1,1,0,1
3,0,0,0,0,1,1,1,16,3,10,2,1,0,1
2,0,1,0,0,1,1,1,13,5,2,1,1,0,0
1,0,1,0,0,3,1,1,9,5,6,1,0,0,0
3,0,1,0,0,1,1,3,15,11,10,2,1,0,1
1,0,1,1,0,2,1,2,17,5,2,1,1,0,1
1,0,0,0,0,3,1,1,9,7,6,1,2,0,0
2,0,0,0,0,2,1,1,13,6,2,2,0,0,0
3,0,0,0,0,3,1,1,15,7,3,1,1,0,0
1,0,0,0,0,2,1,1,9,6,6,1,0,0,0
2,0,1,1,0,1,1,1,13,8,5,2,1,0,0
2,0,0,0,0,2,1,3,10,8,10,1,1,0,1
3,0,0,0,0,2,1,1,16,5,7,2,1,0,1
2,0,1,0,0,1,1,1,12,1,1,2,1,0,0
3,0,1,0,0,2,1,1,11,5,1,1,1,0,1
3,0,0,0,1,1,1,1,17,4,5,2,1,1,1
3,1,1,1,0,2,1,1,10,6,5,1,0,0,0
3,0,1,0,0,2,1,1,16,6,5,1,0,0,1
2,0,1,1,1,2,1,1,10,5,5,2,1,1,0
1,0,0,0,0,2,1,1,15,7,2,1,0,0,0
2,0,0,0,0,3,1,1,14,2,1,1,1,0,1
2,0,0,0,0,1,1,1,14,2,2,2,1,0,0
3,0,0,1,0,3,1,1,12,8,3,1,1,0,0
2,0,1,0,0,3,1,2,13,4,2,1,1,0,0
3,0,0,0,0,3,1,1,11,2,5,1,1,0,1
1,0,1,0,0,2,1,1,11,5,2,1,0,0,0
3,0,0,0,0,1,1,2,12,9,5,2,1,0,1
3,0,1,0,0,2,1,2,10,7,1,1,1,0,1
3,0,0,0,0,2,1,1,11,7,5,1,1,0,0
2,0,1,1,0,2,1,1,16,5,1,1,0,0,0
3,0,0,0,0,3,1,1,10,6,5,1,1,0,1
2,0,1,1,0,1,1,2,13,5,2,2,0,0,1
2,0,1,1,0,1,1,1,9,5,1,1,0,0,0
3,0,0,0,0,1,1,1,16,6,5,2,1,0,1
3,0,0,0,2,4,1,1,12,8,6,1,1,3,1
3,0,1,1,0,1,1,1,17,7,5,1,1,0,0
3,0,1,0,0,3,1,1,16,11,5,1,1,0,0
2,0,1,0,0,1,1,1,15,12,10,1,1,0,1
2,0,0,1,0,1,1,1,14,7,10,2,1,0,0
2,0,1,0,0,2,1,1,12,5,10,1,0,0,0
2,0,0,1,0,3,1,1,15,7,10,0,1,0,0
2,0,1,0,0,1,1,1,16,6,5,1,0,0,1
2,0,0,0,0,1,1,1,9,1,7,2,1,0,0
1,0,0,0,0,3,1,1,11,6,6,1,0,0,0
3,0,1,1,1,3,1,1,9,11,5,1,1,1,0
2,0,0,0,0,2,1,1,15,2,1,1,1,0,0
2,0,1,0,0,1,1,1,11,5,10,1,0,0,0
3,0,1,0,0,2,1,1,17,5,5,2,0,0,0
2,0,0,0,0,2,1,1,9,5,8,1,1,0,0
2,0,1,0,0,2,1,1,11,11,1,1,1,0,0
2,0,1,0,1,1,1,1,15,11,1,0,1,2,0
2,0,0,0,0,2,1,1,10,7,10,1,1,0,0
2,0,1,0,0,2,1,1,16,7,1,1,1,0,0
3,0,1,0,0,1,1,1,10,5,5,2,0,0,0
1,0,1,1,0,2,1,1,16,5,2,1,0,0,0
3,0,0,0,0,4,1,1,17,2,6,1,1,0,1
2,0,1,0,0,2,1,3,13,5,10,2,0,0,1
2,0,1,0,0,2,1,1,15,5,10,2,0,0,0
1,0,0,0,0,3,1,2,9,10,0,1,1,0,1
1,0,1,0,0,3,1,2,17,7,4,1,1,0,1
2,0,1,0,0,2,1,4,16,5,2,0,0,0,1
2,0,1,0,0,1,1,2,15,5,1,2,1,0,1
2,0,0,0,0,2,1,1,14,7,8,2,2,0,0
2,0,0,1,0,3,1,1,14,7,3,1,1,0,0
2,0,0,0,1,1,1,1,11,2,9,2,1,3,1
2,0,1,0,2,1,1,3,14,11,11,1,1,1,1
2,0,0,0,0,3,1,1,14,8,2,1,1,0,0
2,0,1,1,1,2,1,1,13,5,8,1,1,1,1
3,0,1,0,1,3,1,1,17,11,5,1,1,1,0
1,0,1,0,0,2,1,1,11,4,2,1,1,0,0
2,0,1,1,0,1,1,1,16,6,8,1,0,0,0
2,0,1,0,1,2,1,1,13,8,2,1,1,1,1
1,0,1,0,0,2,1,1,16,5,2,1,1,0,0
3,0,1,1,0,2,1,1,12,7,5,0,1,0,0
1,0,0,0,0,3,1,2,14,8,4,1,1,0,1
3,0,0,0,1,2,1,1,15,11,4,0,1,2,0
3,0,1,0,2,2,1,1,12,2,5,1,1,1,1
2,0,0,0,0,3,1,1,10,6,1,0,1,0,1
2,0,1,0,1,2,1,1,17,1,11,0,1,2,0
3,0,0,0,0,2,1,1,10,8,5,1,1,0,0
2,0,1,1,0,3,1,1,9,6,8,1,0,0,0
2,0,1,1,0,2,1,1,17,7,10,1,0,0,0
2,0,1,0,1,2,1,1,10,11,2,1,1,3,1
2,0,0,0,0,2,1,1,12,8,10,2,1,0,0
2,0,1,0,0,2,1,1,12,10,1,1,1,0,0
3,0,1,0,0,3,1,1,17,2,5,1,1,0,1
1,0,0,0,0,3,1,1,14,6,4,1,0,0,0
2,0,0,0,0,3,1,1,16,6,6,0,1,0,1
2,0,0,0,1,2,1,1,16,6,8,1,1,3,1
2,1,0,1,0,2,1,1,10,7,1,2,1,0,0
2,0,1,1,1,2,1,1,13,5,1,0,1,3,1
3,0,0,0,0,1,1,1,10,2,5,2,1,0,1
2,0,1,0,0,3,1,1,10,10,6,1,1,0,1
2,0,0,0,1,2,1,1,11,5,1,0,1,3,1
2,0,0,0,0,3,1,1,9,1,2,1,1,0,0
3,0,1,0,0,1,1,1,9,7,5,2,1,0,0
2,0,0,1,0,3,1,1,14,7,8,1,0,0,0
2,0,1,0,1,2,1,1,14,11,1,1,1,1,0
2,0,0,0,0,1,1,2,16,7,10,2,1,0,1
3,0,0,1,0,3,1,1,11,7,5,1,1,0,0
2,0,1,0,0,2,1,1,14,5,10,1,0,0,0
2,0,0,1,0,1,1,1,9,8,10,1,1,0,0
1,0,0,0,0,3,1,1,16,9,6,1,1,0,1
3,0,1,0,0,2,1,3,10,6,2,2,0,0,1
3,0,0,0,0,2,1,1,10,2,5,1,1,0,1
3,0,0,0,1,3,1,1,16,1,5,1,1,1,1
1,0,0,0,1,3,1,1,10,7,6,1,2,3,1
1,0,0,0,0,2,1,1,16,7,2,1,1,0,0
2,0,0,0,0,3,1,1,14,12,1,1,1,0,1
2,0,1,0,0,2,1,2,16,5,2,2,0,0,1
3,0,0,0,0,2,1,1,9,10,10,1,1,0,1
2,0,1,0,1,2,1,1,11,2,10,1,1,3,0
3,0,0,0,1,2,1,3,17,9,10,1,1,3,1
2,0,1,0,0,3,1,1,17,6,6,1,1,0,1
2,0,0,0,0,1,1,1,9,6,4,2,1,0,1
3,0,1,0,1,2,1,1,10,4,5,1,1,1,0
3,0,0,0,1,1,1,1,15,7,11,2,1,2,1
2,0,0,0,0,3,1,1,15,5,10,1,0,0,0
2,0,1,0,0,3,1,1,16,5,2,1,1,0,0
2,0,1,0,0,1,1,1,12,4,9,2,1,0,0
2,0,1,1,2,1,1,2,10,5,10,2,1,1,1
1,0,0,0,0,3,1,1,17,2,6,1,1,0,1
2,0,1,0,0,1,1,1,14,7,1,1,1,0,0
2,0,1,0,1,2,1,1,15,5,2,1,1,1,0
2,0,0,0,0,3,1,1,17,6,1,0,0,0,0
1,0,0,0,0,3,1,2,9,6,4,1,0,0,1
2,0,1,1,0,2,1,3,9,7,3,1,1,0,1
3,0,0,0,0,3,1,1,17,8,5,1,1,0,0
3,0,1,1,0,2,1,1,10,5,5,1,2,0,0
2,0,1,0,0,1,1,1,12,5,2,1,0,0,0
2,0,1,1,0,2,1,1,17,11,1,1,1,0,0
3,0,1,0,0,2,1,1,11,8,5,1,1,0,0
2,0,0,0,0,2,1,1,12,8,10,1,1,0,0
2,0,1,0,1,2,1,1,12,11,8,0,1,1,0
3,0,1,0,0,2,1,1,11,7,5,1,1,0,0
1,0,1,0,1,2,1,1,10,11,10,2,1,2,0
1,0,1,0,0,2,1,1,17,7,6,1,2,0,0
2,0,0,0,0,1,1,1,11,2,1,2,1,0,0
1,0,0,0,0,3,1,1,15,4,2,1,1,0,1
3,0,0,0,1,1,1,1,9,8,5,2,1,1,0
3,0,0,0,0,1,1,1,13,8,10,2,1,0,0
2,0,0,0,0,2,1,1,17,6,8,1,0,0,0
2,0,0,0,1,3,1,1,13,8,11,1,1,3,1
2,0,0,0,0,2,1,1,13,6,2,2,0,0,0
2,0,1,1,0,2,1,1,16,5,2,1,0,0,0
3,0,0,0,0,2,1,1,9,6,5,1,0,0,0
3,0,1,0,1,1,1,1,10,9,5,2,1,3,1
1,0,1,0,0,3,1,2,9,5,2,0,0,0,1
1,0,1,0,0,3,1,1,14,5,5,1,0,0,0
2,0,0,1,0,3,1,1,12,7,6,0,1,0,0
2,0,0,1,0,2,1,1,13,8,10,2,1,0,0
3,0,0,0,1,3,1,1,9,4,6,0,1,1,0
2,0,1,1,1,2,1,1,12,11,10,0,1,2,1
2,0,1,0,0,2,1,2,9,5,2,2,0,0,0
3,0,0,0,0,1,1,1,10,8,10,2,1,0,0
3,0,0,0,0,1,1,1,9,2,5,2,1,0,0
3,0,1,1,1,2,1,1,12,2,10,1,1,1,1
3,0,0,1,0,3,1,1,16,8,5,1,1,0,0
2,0,1,0,0,2,1,1,12,7,1,1,1,0,0
2,0,1,0,0,1,1,1,14,5,1,0,1,0,0
3,0,1,1,0,1,1,1,10,6,5,2,0,0,0
2,0,1,0,0,3,1,1,12,5,2,1,0,0,0
3,0,1,0,0,2,1,1,17,8,5,1,1,0,0
2,0,1,0,0,1,1,1,9,5,2,1,0,0,0
2,0,1,0,0,1,1,1,16,7,10,0,1,0,0
3,0,0,1,0,1,1,1,11,4,5,2,1,0,1
2,0,1,0,0,1,1,2,13,8,10,1,1,0,1
2,0,1,0,0,3,1,2,10,8,10,1,1,0,1
2,0,0,0,1,1,1,1,15,8,1,2,1,1,1
1,0,1,0,1,2,1,1,13,5,2,2,1,1,1
2,0,1,0,0,1,1,1,15,5,10,2,0,0,1
2,0,1,1,0,2,1,1,15,6,1,1,0,0,0
2,0,1,0,0,1,1,1,14,6,1,2,0,0,0
1,1,0,0,0,3,1,1,12,6,10,1,0,0,0
3,0,1,0,0,2,1,1,17,5,3,1,1,0,0
2,0,1,0,0,1,1,1,14,6,2,1,0,0,0
2,0,0,0,2,3,1,1,11,8,6,0,1,2,1
1,0,1,0,0,3,1,2,16,7,2,2,1,0,1
3,0,0,0,2,2,1,1,16,8,10,2,2,2,0
3,0,0,0,0,3,1,1,13,8,7,1,1,0,0
3,0,0,0,0,2,1,2,15,11,5,1,1,0,1
3,0,0,0,0,3,1,1,10,11,5,2,1,0,0
1,0,1,0,0,2,1,1,9,5,2,0,1,0,0
3,0,0,0,0,2,1,1,17,2,1,2,1,0,0
1,0,1,0,0,2,1,1,9,5,1,1,0,0,0
3,0,1,0,2,2,1,2,14,5,5,1,1,2,0
3,0,1,0,0,2,1,1,12,7,3,1,1,0,0
2,0,0,0,1,2,1,1,11,9,2,1,1,3,1
3,0,0,1,0,2,1,1,17,8,10,0,1,0,0
2,0,1,0,0,1,1,1,12,5,1,1,1,0,0
1,0,0,0,0,2,1,1,16,7,2,1,1,0,0
3,0,0,0,0,1,1,2,14,8,5,1,1,0,1
2,0,1,0,0,2,1,1,15,6,10,0,0,0,0
2,0,0,0,0,3,1,1,12,8,11,1,1,0,1
1,0,1,0,0,1,1,1,11,5,2,2,0,0,0
3,0,0,0,1,1,1,1,11,10,5,2,1,3,1
1,0,0,0,1,4,1,1,13,8,6,1,2,3,0
2,0,1,0,1,1,1,2,15,2,3,2,1,1,1
2,0,1,0,0,3,1,1,13,4,6,1,1,0,1
1,0,0,0,0,3,1,3,13,8,2,1,1,0,1
3,0,0,1,0,2,1,2,12,8,5,1,1,0,1
3,0,0,0,0,2,1,1,11,11,5,2,1,0,0
2,0,1,1,1,1,1,2,10,11,2,1,1,1,1
1,0,0,0,0,1,1,1,9,7,2,1,1,0,0
2,0,1,0,0,2,1,2,12,5,2,1,0,0,1
2,0,1,0,0,2,1,3,11,5,8,2,1,0,1
2,0,1,0,0,3,1,1,10,7,10,1,2,0,0
2,0,0,0,0,1,1,1,14,4,8,2,1,0,1
2,0,1,0,0,2,1,1,16,5,2,1,1,0,0
3,0,1,0,0,3,1,1,15,3,5,1,1,0,1
3,0,1,0,2,2,1,3,11,5,10,2,1,2,0
2,0,0,0,1,1,1,1,9,11,1,1,1,1,1
3,0,0,0,0,2,1,2,13,8,5,2,1,0,1
3,0,0,0,0,2,1,1,17,8,5,1,1,0,0
1,0,1,0,0,3,1,1,16,7,4,1,1,0,0
1,0,1,1,0,1,1,1,10,5,10,1,0,0,0
2,0,0,0,0,1,1,1,15,5,9,2,1,0,0
3,0,1,0,0,2,1,4,11,5,5,0,0,0,1
3,0,0,0,0,1,1,1,10,6,10,2,1,0,1
2,0,1,1,0,3,1,1,14,7,1,1,1,0,0
2,0,1,1,0,2,1,1,9,5,2,1,0,0,0
2,0,0,0,0,3,1,1,14,10,10,1,1,0,0
2,0,1,0,0,1,1,1,12,5,8,2,0,0,1
3,0,1,0,0,2,1,1,13,2,5,1,1,0,0
1,0,1,0,0,2,1,1,15,6,2,1,0,0,0
3,0,1,0,0,2,1,1,11,7,7,1,1,0,0
3,0,1,0,0,1,1,1,13,9,5,1,1,0,1
3,0,0,0,0,2,1,2,9,6,11,1,0,0,1
1,0,1,0,1,3,1,1,13,2,5,1,2,1,0
1,0,1,0,0,2,1,1,10,7,2,2,1,0,1
3,0,0,0,1,3,1,1,14,9,5,1,1,1,1
2,0,1,0,1,3,1,1,14,11,8,1,1,1,1
3,0,1,0,1,1,1,1,12,4,5,2,1,1,0
2,0,1,0,0,2,1,1,14,5,7,1,0,0,0
2,0,1,1,0,1,1,1,11,5,10,0,0,0,0
3,0,0,0,0,2,1,2,14,6,5,1,0,0,0
2,0,1,0,0,2,1,1,11,5,5,1,1,0,0
3,0,0,0,0,2,1,1,13,2,7,2,1,0,0
2,0,1,0,0,1,1,1,13,7,1,1,0,0,0
2,0,1,0,0,2,1,1,13,5,1,0,0,0,0
1,0,0,0,0,3,1,2,16,8,2,1,1,0,1
3,0,0,0,0,2,1,1,13,9,5,1,1,0,1
2,0,1,0,1,1,1,1,16,4,10,2,1,1,0
2,0,1,0,0,1,1,1,17,5,10,1,0,0,0
1,0,0,0,0,3,1,1,12,8,4,1,1,0,0
2,0,0,0,1,4,1,1,13,8,6,0,2,1,0
1,0,0,0,3,3,1,1,15,1,10,1,1,3,1
3,0,0,0,0,3,1,2,10,8,5,2,1,0,1
2,0,1,0,0,1,1,1,11,5,2,2,1,0,0
